Date,Close,High,Low,Open,Volume
,IYR,IYR,IYR,IYR,IYR
2022-01-03,105.18042755126953,106.54012397203245,103.64734454667442,106.31198666159982,13194000
2022-01-04,104.97966766357422,105.98347045673019,104.84278388218969,105.47244509923952,9363000
2022-01-05,101.86787414550781,104.8610416475952,101.79487549400208,104.71503042018671,12110000
2022-01-06,101.84962463378906,102.32414719106457,100.84582182871513,101.96825353255834,7920600
2022-01-07,101.16521453857422,101.86787442636896,100.88232648743846,101.5667384528561,7883300
2022-01-10,100.65419006347656,100.68156542838568,99.33098940788028,100.60855981382895,10109200
2022-01-11,100.90969848632812,100.9827040977986,99.35836057247286,100.63593092441299,7339300
2022-01-12,101.01007843017578,101.64886011852434,100.83669184525336,100.83669184525336,5936600
2022-01-13,100.690673828125,101.73098630524996,100.58117238162599,101.36596523845847,6922600
2022-01-14,99.73250579833984,100.32566418799668,98.64656999091571,100.18878041158386,12194800
2022-01-18,98.83820343017578,99.29447803851333,98.15379151766946,99.08459561750894,9457200
2022-01-19,97.59712982177734,99.80550407899521,97.58800934296477,99.26709645455779,7194100
2022-01-20,96.38346099853516,98.91121953356989,96.3469581905312,97.8252836225982,12901400
2022-01-21,96.15531158447266,97.4146269724323,95.93629476397699,96.94010445242077,16205400
2022-01-24,96.3104476928711,96.53858500303171,92.83363731392667,95.48915198385323,19913600
2022-01-25,95.87242126464844,96.62983880744748,94.17507911528588,95.21538469557929,14780800
2022-01-26,94.32107543945312,97.54237264530757,93.77354737243544,96.52944258833615,15672600
2022-01-27,92.90665435791016,95.78118642754596,92.53251271550779,94.98726592459526,11946500
2022-01-28,95.7994155883789,95.92717191608114,91.98495975307493,93.07088853854393,13488400
2022-01-31,97.2594985961914,97.32337676379814,95.20626282886317,95.50740574566552,8569000
2022-02-01,96.72109985351562,97.41463928165784,96.14619629201543,97.26862804954422,11087000
2022-02-02,98.06254577636719,98.29068309865416,97.06787039305131,97.25037746600145,7393800
2022-02-03,96.8305892944336,97.81614403139106,96.8305892944336,97.45112298486636,7099600
2022-02-04,95.93630981445312,97.0861239347455,95.09676609077252,96.3287063099863,9197300
2022-02-07,95.77204895019531,96.46558838716369,95.57129394678233,96.06406445594007,7632100
2022-02-08,95.27015686035156,96.05494988574134,95.04201951488243,95.66255337304645,8280000
2022-02-09,97.45113372802734,97.52413933782,96.29219229971275,96.30131974148638,7728600
2022-02-10,95.01463317871094,97.3690050208879,94.50360084955909,96.09144160350445,11837300
2022-02-11,94.0290756225586,95.80854387644904,93.48154746460756,95.5165283947286,10952300
2022-02-14,93.15304565429688,94.73175223833377,92.76977657215838,94.12034580317959,8473000
2022-02-15,93.86481475830078,94.48534851585639,93.59104720324461,94.04732182020614,6383600
2022-02-16,94.17508697509766,94.43060663277093,93.21691436706833,94.0290827043403,7205200
2022-02-17,93.11653137207031,94.13858909407334,92.98877502709476,93.8739489617101,7504500
2022-02-18,92.63287353515625,93.84655870993869,92.46861439660101,93.01614253771913,8281700
2022-02-22,92.1583480834961,92.91576564240584,91.66557064621257,92.37736491930988,10853700
2022-02-23,90.53401947021484,93.26254005596675,90.48839618039095,92.58725549166205,10679800
2022-02-24,92.14009857177734,92.47773733731736,88.56290719492166,88.80929242821297,15484100
2022-02-25,94.35758972167969,94.4762186126076,92.02145900940776,92.61461738844316,9811200
2022-02-28,92.79713439941406,93.86481533877922,91.9393358863182,93.35378999252545,13154700
2022-03-01,92.55989074707031,93.700577556552,92.03061039654287,93.18042464991635,11661600
2022-03-02,94.1568374633789,94.6222395578255,92.88839448781944,92.99790291068884,10335700
2022-03-03,94.9324951171875,95.26101339638971,93.7279304141787,94.73173317298635,7639500
2022-03-04,95.39788818359375,95.49826914623526,93.91043558784735,94.14769335209326,9952700
2022-03-07,93.44506072998047,95.37966101827034,93.44506072998047,95.19715392163148,10114100
2022-03-08,92.92488861083984,94.69522936081731,92.74237458978165,93.30815761176505,9401700
2022-03-09,94.41233825683594,95.4070204931715,94.24807912433087,94.60397275105888,9432400
2022-03-10,94.64047241210938,94.86860970178147,93.14389234883622,93.36290219750612,8782900
2022-03-11,93.8465576171875,95.76291653208385,93.81006177544289,95.21538143514319,5966300
2022-03-14,93.18038940429688,94.55834049835465,92.76974509309018,94.43970465923489,8515900
2022-03-15,93.82831573486328,94.50360024576555,92.99789951886966,94.13858610724438,6331600
2022-03-16,95.0054931640625,95.43439238122542,92.95225756358276,94.55834602715112,8138300
2022-03-17,96.39257049560547,96.39257049560547,94.58572695957925,94.6861079296027,7172800
2022-03-18,96.57508850097656,96.86710398158922,95.95455473439988,96.39257447421976,7229100
2022-03-21,96.06405639648438,97.0678661403271,95.58953385028455,96.59333663192903,6595600
2022-03-22,96.32869720458984,96.80322671638883,96.09143941088864,96.52945915479724,4695000
2022-03-23,95.28839111328125,96.35607206596528,95.08762916412051,96.01843329892064,4720800
2022-03-24,95.89593505859375,95.92342441310254,94.97042050672778,95.31863064915383,3886600
2022-03-25,97.01388549804688,97.05969876011117,95.91426234066729,96.31745819749204,5140500
2022-03-28,98.11351013183594,98.12267558151545,96.9772390632157,97.24298117440401,5069500
2022-03-29,100.90835571289062,101.10994662292184,99.02983744191546,99.14896029664139,11486900
2022-03-30,100.22108459472656,100.66092816432273,99.77206858714663,100.56012922312621,6047100
2022-03-31,99.16729736328125,100.89003109613013,98.89238984611272,100.67010927710845,11802300
2022-04-01,100.82588195800781,100.89919155778817,99.0481626148692,99.39637971823183,8195800
2022-04-04,100.45934295654297,101.1282808333186,99.60713806784467,100.89919357282109,6140300
2022-04-05,100.12946319580078,101.48566294148044,99.77208760568571,100.14779409288757,8433700
2022-04-06,101.30239868164062,101.44901090639082,99.20395834403645,99.58882329909336,9412400
2022-04-07,100.54182434082031,100.90836537894955,99.75376355575855,100.77091161575248,8487900
2022-04-08,100.66094207763672,101.05497245008922,99.89121222885794,100.56930857057093,7789900
2022-04-11,99.5429916381836,100.90835671318096,99.295580478627,100.4593406592184,7436300
2022-04-12,99.32306671142578,100.22109179996022,98.92903636510782,99.5613194069452,9739400
2022-04-13,99.9095458984375,100.02867576133576,99.02985156048992,99.32308300647244,7387700
2022-04-14,99.42385864257812,100.67009374338379,99.35971449729493,100.07446554221839,5112400
2022-04-18,99.06649017333984,99.74458647049588,98.57166087827311,99.22226782423455,6909300
2022-04-19,101.14659881591797,101.39401695783448,99.62546313069467,99.66211792917075,10807200
2022-04-20,102.97929382324219,103.18089171345365,101.35735923677427,101.366524683926,9078600
2022-04-21,102.16374969482422,103.66656151968797,102.09044708694874,103.27253116370613,7741400
2022-04-22,100.39520263671875,101.99881352143328,100.2852452218419,101.89801456367042,8384400
2022-04-25,100.05615997314453,100.49600362391143,98.45254905604648,100.16611739024187,8750500
2022-04-26,98.42505645751953,100.41353225129237,98.34258140622626,99.7171050041466,12086000
2022-04-27,97.83859252929688,99.34141151895872,97.74695901547564,98.49836501471208,7418700
2022-04-28,99.6621322631836,99.95536370197856,97.31627376163496,98.37007664802555,10374600
2022-04-29,95.07121276855469,99.15812864236152,94.79630526045943,99.15812864236152,17174200
2022-05-02,92.72537231445312,95.63019742918512,90.98430753893673,95.36445533792096,20384100
2022-05-03,94.11820983886719,94.66801786918258,92.67037666579222,93.3209836506374,10678900
2022-05-04,95.15367889404297,95.35527679706065,92.46878297661645,94.04489741863391,11560800
2022-05-05,92.67037963867188,95.27281465272756,91.98311783093308,94.61304219870813,11247800
2022-05-06,91.4791259765625,92.25802125922111,90.60859019731836,92.04725790473807,13089000
2022-05-09,87.60298156738281,90.77354894037572,87.26393683988972,90.77354894037572,13663300
2022-05-10,85.90771484375,89.22490058974425,85.27543182531993,88.59261757131418,16636100
2022-05-11,85.7244644165039,87.68545100704159,85.5778451990634,86.12765328208712,14684100
2022-05-12,86.33840942382812,86.48502163779281,85.11966349794918,85.56867257915093,11695300
2022-05-13,88.67510223388672,88.74841184217202,86.62248214022173,87.22727592179186,9053100
2022-05-16,88.08863067626953,88.87669140976686,87.94201846532427,88.58345999668798,6916400
