Date,Close,High,Low,Open,Volume,daily_return
2022-01-03,105.18042755126952,106.54012397203245,103.64734454667442,106.31198666159982,13194000,
2022-01-04,104.97966766357422,105.98347045673019,104.84278388218969,105.47244509923952,9363000,-0.0019087190684544675
2022-01-05,101.8678741455078,104.8610416475952,101.79487549400208,104.71503042018671,12110000,-0.029641868633445423
2022-01-06,101.84962463378906,102.32414719106457,100.84582182871513,101.96825353255834,7920600,-0.00017914884228042993
2022-01-07,101.16521453857422,101.86787442636896,100.88232648743846,101.5667384528561,7883300,-0.00671980969665531
2022-01-10,100.65419006347656,100.68156542838568,99.33098940788028,100.60855981382895,10109200,-0.005051385275348763
2022-01-11,100.90969848632812,100.9827040977986,99.35836057247286,100.63593092441299,7339300,0.002538477759250979
2022-01-12,101.01007843017578,101.64886011852434,100.83669184525336,100.83669184525336,5936600,0.0009947502108655915
2022-01-13,100.690673828125,101.73098630524996,100.58117238162599,101.36596523845847,6922600,-0.0031621062671639555
2022-01-14,99.73250579833984,100.32566418799668,98.64656999091571,100.18878041158386,12194800,-0.009515956079713117
2022-01-18,98.83820343017578,99.29447803851333,98.15379151766946,99.08459561750894,9457200,-0.008967009913220747
2022-01-19,97.59712982177734,99.80550407899521,97.58800934296477,99.26709645455779,7194100,-0.012556618446380341
2022-01-20,96.38346099853516,98.91121953356989,96.3469581905312,97.8252836225982,12901400,-0.012435497083351454
2022-01-21,96.15531158447266,97.4146269724323,95.93629476397699,96.94010445242077,16205400,-0.002367101281681161
2022-01-24,96.3104476928711,96.53858500303171,92.83363731392667,95.48915198385323,19913600,0.001613390938493886
2022-01-25,95.87242126464844,96.62983880744748,94.17507911528588,95.21538469557929,14780800,-0.004548067615878004
2022-01-26,94.32107543945312,97.54237264530757,93.77354737243544,96.52944258833615,15672600,-0.016181356481160925
2022-01-27,92.90665435791016,95.78118642754596,92.53251271550779,94.98726592459526,11946500,-0.014995811646050572
2022-01-28,95.7994155883789,95.92717191608114,91.98495975307493,93.07088853854393,13488400,0.03113621139907563
2022-01-31,97.2594985961914,97.32337676379814,95.20626282886317,95.50740574566552,8569000,0.015241042952558681
2022-02-01,96.72109985351562,97.41463928165784,96.14619629201543,97.26862804954422,11087000,-0.00553569317595537
2022-02-02,98.0625457763672,98.29068309865416,97.06787039305131,97.25037746600145,7393800,0.013869217005215928
2022-02-03,96.8305892944336,97.81614403139106,96.8305892944336,97.45112298486636,7099600,-0.012562966545281218
2022-02-04,95.93630981445312,97.0861239347455,95.09676609077252,96.3287063099863,9197300,-0.009235505912922104
2022-02-07,95.77204895019533,96.46558838716369,95.57129394678233,96.06406445594007,7632100,-0.0017121866014597753
2022-02-08,95.27015686035156,96.05494988574134,95.04201951488243,95.66255337304645,8280000,-0.005240486084878149
2022-02-09,97.45113372802734,97.52413933782,96.29219229971275,96.30131974148638,7728600,0.022892550401409473
2022-02-10,95.01463317871094,97.3690050208879,94.50360084955909,96.09144160350445,11837300,-0.025002280179893477
2022-02-11,94.0290756225586,95.80854387644904,93.48154746460756,95.5165283947286,10952300,-0.010372692323072252
2022-02-14,93.15304565429688,94.73175223833377,92.76977657215838,94.12034580317959,8473000,-0.00931658598642604
2022-02-15,93.86481475830078,94.48534851585639,93.59104720324461,94.04732182020614,6383600,0.007640857032687576
2022-02-16,94.17508697509766,94.43060663277093,93.21691436706833,94.0290827043403,7205200,0.003305522070179423
2022-02-17,93.11653137207033,94.13858909407334,92.98877502709476,93.8739489617101,7504500,-0.011240293341138519
2022-02-18,92.63287353515624,93.84655870993869,92.46861439660101,93.01614253771913,8281700,-0.005194113545547774
2022-02-22,92.1583480834961,92.91576564240584,91.66557064621257,92.37736491930988,10853700,-0.005122646351676141
2022-02-23,90.53401947021484,93.26254005596675,90.48839618039095,92.58725549166205,10679800,-0.017625409385697677
2022-02-24,92.14009857177734,92.47773733731736,88.56290719492166,88.80929242821297,15484100,0.017740061812796082
2022-02-25,94.35758972167967,94.4762186126076,92.02145900940776,92.61461738844316,9811200,0.024066515928186316
2022-02-28,92.79713439941406,93.86481533877922,91.9393358863182,93.35378999252545,13154700,-0.016537676798107914
2022-03-01,92.55989074707033,93.700577556552,92.03061039654287,93.18042464991635,11661600,-0.0025565838199550495
2022-03-02,94.1568374633789,94.6222395578255,92.88839448781944,92.99790291068884,10335700,0.017253117991165468
2022-03-03,94.9324951171875,95.26101339638971,93.7279304141787,94.73173317298635,7639500,0.008237932312778362
2022-03-04,95.39788818359376,95.49826914623526,93.91043558784735,94.14769335209326,9952700,0.004902357889485343
2022-03-07,93.44506072998048,95.37966101827034,93.44506072998047,95.19715392163148,10114100,-0.020470342591390023
2022-03-08,92.92488861083984,94.69522936081731,92.74237458978165,93.30815761176505,9401700,-0.005566609032913283
2022-03-09,94.41233825683594,95.4070204931715,94.24807912433087,94.60397275105888,9432400,0.01600701026638185
2022-03-10,94.64047241210938,94.86860970178147,93.14389234883622,93.36290219750612,8782900,0.0024163595509394398
2022-03-11,93.8465576171875,95.76291653208385,93.81006177544289,95.21538143514319,5966300,-0.00838874505470344
2022-03-14,93.18038940429688,94.55834049835465,92.76974509309018,94.43970465923489,8515900,-0.007098483202847117
2022-03-15,93.82831573486328,94.50360024576555,92.99789951886966,94.13858610724438,6331600,0.006953462361647178
2022-03-16,95.0054931640625,95.43439238122542,92.95225756358276,94.55834602715112,8138300,0.012546078654184223
2022-03-17,96.39257049560548,96.39257049560547,94.58572695957925,94.6861079296027,7172800,0.014599969805405566
2022-03-18,96.57508850097656,96.86710398158922,95.95455473439988,96.39257447421976,7229100,0.001893486234806785
2022-03-21,96.06405639648438,97.0678661403271,95.58953385028455,96.59333663192903,6595600,-0.005291552018479639
2022-03-22,96.32869720458984,96.80322671638883,96.09143941088864,96.52945915479724,4695000,0.0027548369081273893
2022-03-23,95.28839111328124,96.35607206596528,95.08762916412051,96.01843329892064,4720800,-0.010799544907153957
2022-03-24,95.89593505859376,95.92342441310254,94.97042050672778,95.31863064915383,3886600,0.006375844299755906
2022-03-25,97.01388549804688,97.05969876011117,95.91426234066729,96.31745819749204,5140500,0.011657954414543426
2022-03-28,98.11351013183594,98.12267558151545,96.9772390632157,97.24298117440401,5069500,0.011334713872594993
2022-03-29,100.90835571289062,101.10994662292184,99.02983744191546,99.14896029664139,11486900,0.02848583826324469
2022-03-30,100.22108459472656,100.66092816432273,99.77206858714663,100.56012922312621,6047100,-0.006810844486650036
2022-03-31,99.16729736328124,100.89003109613013,98.89238984611272,100.67010927710845,11802300,-0.010514626095961987
2022-04-01,100.8258819580078,100.89919155778817,99.0481626148692,99.39637971823183,8195800,0.016725116432795728
2022-04-04,100.45934295654295,101.1282808333186,99.60713806784467,100.89919357282109,6140300,-0.0036353661812499327
2022-04-05,100.12946319580078,101.48566294148044,99.77208760568571,100.14779409288757,8433700,-0.003283714097999546
2022-04-06,101.30239868164062,101.44901090639082,99.20395834403645,99.58882329909336,9412400,0.011714189294575572
2022-04-07,100.54182434082033,100.90836537894955,99.75376355575855,100.77091161575248,8487900,-0.007507959838251477
2022-04-08,100.66094207763672,101.05497245008922,99.89121222885794,100.56930857057093,7789900,0.0011847580606116903
2022-04-11,99.5429916381836,100.90835671318096,99.295580478627,100.4593406592184,7436300,-0.01110609950968755
2022-04-12,99.32306671142578,100.22109179996022,98.92903636510782,99.5613194069452,9739400,-0.00220934616429036
2022-04-13,99.9095458984375,100.02867576133576,99.02985156048992,99.32308300647244,7387700,0.005904763177678296
2022-04-14,99.42385864257812,100.67009374338379,99.35971449729493,100.07446554221839,5112400,-0.004861269776494592
2022-04-18,99.06649017333984,99.74458647049588,98.57166087827311,99.22226782423455,6909300,-0.0035943934797681987
2022-04-19,101.14659881591795,101.39401695783448,99.62546313069467,99.66211792917075,10807200,0.02099709638383751
2022-04-20,102.9792938232422,103.18089171345365,101.35735923677427,101.366524683926,9078600,0.018119195591140613
2022-04-21,102.16374969482422,103.66656151968797,102.09044708694874,103.27253116370613,7741400,-0.007919496222394184
2022-04-22,100.39520263671876,101.99881352143328,100.2852452218419,101.89801456367042,8384400,-0.017310905907313767
2022-04-25,100.05615997314452,100.49600362391143,98.45254905604648,100.16611739024187,8750500,-0.003377080325252968
2022-04-26,98.42505645751952,100.41353225129237,98.34258140622626,99.7171050041466,12086000,-0.016301880024806037
2022-04-27,97.83859252929688,99.34141151895872,97.74695901547564,98.49836501471208,7418700,-0.0059584820098707025
2022-04-28,99.6621322631836,99.95536370197856,97.31627376163496,98.37007664802555,10374600,0.018638245775466133
2022-04-29,95.07121276855467,99.15812864236152,94.79630526045943,99.15812864236152,17174200,-0.04606483315554011
2022-05-02,92.72537231445312,95.63019742918512,90.98430753893673,95.36445533792096,20384100,-0.024674561160930586
2022-05-03,94.1182098388672,94.66801786918258,92.67037666579222,93.3209836506374,10678900,0.015021104684170394
2022-05-04,95.15367889404295,95.35527679706065,92.46878297661645,94.04489741863391,11560800,0.011001792925603882
2022-05-05,92.67037963867188,95.27281465272756,91.98311783093308,94.61304219870813,11247800,-0.026097774507870763
2022-05-06,91.4791259765625,92.25802125922111,90.60859019731836,92.04725790473807,13089000,-0.012854740282214783
2022-05-09,87.60298156738281,90.77354894037572,87.26393683988972,90.77354894037572,13663300,-0.042371900341207636
2022-05-10,85.90771484375,89.22490058974425,85.27543182531993,88.59261757131418,16636100,-0.019351701201275162
2022-05-11,85.7244644165039,87.68545100704159,85.5778451990634,86.12765328208712,14684100,-0.002133107923769084
2022-05-12,86.33840942382812,86.48502163779281,85.11966349794918,85.56867257915093,11695300,0.0071618412725367175
2022-05-13,88.67510223388672,88.74841184217202,86.62248214022173,87.22727592179186,9053100,0.027064348598176746
2022-05-16,88.08863067626953,88.87669140976686,87.94201846532427,88.58345999668798,6916400,-0.006613711660239496
2022-05-17,89.06912231445312,89.1607628097812,87.85038342613545,88.96832336254282,6838500,0.011130739922464716
2022-05-18,86.49419403076172,88.99583023784004,86.23761739233092,88.79423231016183,7983200,-0.028909325889625137
2022-05-19,86.28343963623047,87.30058076456696,85.86191287343796,85.86191287343796,8900600,-0.0024366305379560638
2022-05-20,86.94318389892578,87.2272568210286,85.61448074785818,87.08980308339015,11305000,0.007646244348588516
2022-05-23,88.00615692138672,88.29022286814617,86.51251060008042,87.74958032545071,7684400,0.012226065055274127
2022-05-24,88.84918975830078,88.97747804681534,86.36588504321553,87.65794036621024,8120500,0.00957924838903157
2022-05-25,89.48149871826172,89.74724081908676,88.22609782633437,88.51016383461415,5831100,0.007116654205638007
2022-05-26,89.56396484375,90.47115554482258,89.4265110716612,89.86636174410754,5817900,0.0009215997348002158
2022-05-27,91.96479034423828,92.01976904953605,90.03129330779863,90.09543746104215,5921700,0.026805708129119532
2022-05-31,90.84685516357422,91.46997287202501,90.38868058357185,91.15841751339426,6680400,-0.012156121668732811
2022-06-01,90.04045867919922,91.1858949798514,88.95916653173603,91.14924017928793,8342600,-0.008876438077279003
2022-06-02,91.34168243408205,91.39666114522883,88.62928982221086,89.58229376549356,6916000,0.01445154516059155
2022-06-03,90.12293243408205,91.10342568977339,89.91217605650482,90.49863892021617,6051800,-0.01334275839378729
2022-06-06,89.8113784790039,90.99346967314193,89.64643535909653,90.80103020725925,7749900,-0.0034569886560894547
2022-06-07,91.01178741455078,91.05760766355043,89.01414620484533,89.55479578004963,6406600,0.013365889221124805
2022-06-08,88.9225082397461,90.67273120300445,88.71174489257857,90.4802987509931,5968800,-0.022956138255896485
