Date,Close,High,Low,Open,Volume,daily_return,ret_lag1,ret_lag5,ma_7,ma_21,ma_63,ma_126,vol_7,vol_21,vol_63,mom_10,mom_20,mom_60,cum_return,ema_12,ema_26,rsi_14
2022-01-19,97.59712982177734,99.80550407899521,97.58800934296477,99.26709645455779,7194100,-0.0125566184463803,-0.0089670099132207,0.0025384777592509,99.91892569405692,100.8449873490767,100.8449873490767,100.8449873490767,0.005617022554503149,0.008938399008904054,0.008938399008904054,-0.07032350174183744,,,-0.07209799300155639,100.82254792828681,102.39749337534853,
2022-01-20,96.38346099853516,98.91121953356989,96.3469581905312,97.8252836225982,12901400,-0.0124354970833514,-0.0125566184463803,0.0009947502108655,99.30882154192243,100.47319348653157,100.47319348653157,100.47319348653157,0.0062620767726544084,0.0086794288437821,0.0086794288437821,-0.053838496120363954,,,-0.08363691570322151,100.13961147755579,101.95200949558458,
2022-01-21,96.15531158447266,97.4146269724323,95.93629476397699,96.94010445242077,16205400,-0.0023671012816811,-0.0124354970833514,-0.0031621062671639,98.62962341308594,100.14104872483473,100.14104872483473,100.14104872483473,0.00533211754552469,0.008418086534034475,0.008418086534034475,-0.05590902342341375,,,-0.08580603993454561,99.5266422632353,101.52262446513184,
2022-01-24,96.3104476928711,96.53858500303171,92.83363731392667,95.48915198385323,19913600,0.0016133909384938,-0.0023671012816811,-0.0095159560797131,97.95824759347099,99.86743436540876,99.86743436540876,99.86743436540876,0.005486856954267363,0.008397749327185147,0.008397749327185147,-0.04798849948419781,,,-0.08433108768335018,99.03184309856388,101.13653729681623,
2022-01-25,95.87242126464844,96.62983880744748,94.17507911528588,95.21538469557929,14780800,-0.004548067615878,0.0016133909384938,-0.0089670099132207,97.26992579868862,99.60110015869141,99.60110015869141,99.60110015869141,0.005358465473850144,0.008104055405942043,0.008104055405942043,-0.047506902552318486,,,-0.08849561181032373,98.54577820103843,100.74660277591491,5.045015052720302
2022-01-26,94.32107543945312,97.54237264530757,93.77354737243544,96.52944258833615,15672600,-0.0161813564811609,-0.004548067615878,-0.0125566184463803,96.49686431884766,99.27109861373901,99.27109861373901,99.27109861373901,0.006381279122425782,0.008222853731527768,0.008222853731527768,-0.06529226769781371,,,-0.10324498924976333,97.8958239300253,100.27063778802885,5.96374793435524
2022-01-27,92.90665435791016,95.78118642754596,92.53251271550779,94.98726592459526,11946500,-0.0149958116460505,-0.0161813564811609,-0.0124354970833514,95.64950016566685,98.89671953986672,98.89671953986672,98.89671953986672,0.006929393641004779,0.008208754034555382,0.008208754034555382,-0.080223916248785,,,-0.11669255848362581,97.12825938046912,99.72515753394599,5.12818353386136
2022-01-28,95.7994155883789,95.92717191608114,91.98495975307493,93.07088853854393,13488400,0.0311362113990756,-0.0149958116460505,-0.0023671012816811,95.39268384660993,98.7246470981174,98.7246470981174,98.7246470981174,0.016302120580300165,0.01205153081719369,0.01205153081719369,-0.04857707326594396,,,-0.08918971125419539,96.9238218739937,99.43436183427436,27.96091472234687
2022-01-31,97.2594985961914,97.32337676379814,95.20626282886317,95.50740574566552,8569000,0.0152410429525586,0.0311362113990756,0.0016133909384938,95.51783207484654,98.64753401906867,98.64753401906867,98.64753401906867,0.016849125541664543,0.012608126040858177,0.012608126040858177,-0.024796400956262787,,,-0.0753080125217882,96.9754644466395,99.27326085367562,37.065308203627595
2022-02-01,96.72109985351562,97.41463928165784,96.14619629201543,97.26862804954422,11087000,-0.0055356931759553,0.0152410429525586,-0.004548067615878,95.59865897042411,98.55121231079102,98.55121231079102,98.55121231079102,0.017009437059281263,0.012276422419320513,0.012276422419320513,-0.021419891329325758,,,-0.08042682364673182,96.93633143231276,99.08421189070081,34.37710223088314
2022-02-02,98.0625457763672,98.29068309865416,97.06787039305131,97.25037746600145,7393800,0.0138692170052159,-0.0055356931759553,-0.0161813564811609,95.84895869663784,98.52794247581845,98.52794247581845,98.52794247581845,0.017704306156300174,0.012592521739491457,0.012592521739491457,0.004768746329320894,-0.06589011035331283,,-0.06767306371171267,97.1095951775519,99.00853291926869,39.937678768535854
2022-02-03,96.8305892944336,97.81614403139106,96.8305892944336,97.45112298486636,7099600,-0.0125629665452812,0.0138692170052159,-0.0149958116460505,95.98583984375,98.139891124907,98.45079005848278,98.45079005848278,0.018493680671230327,0.012749184560343848,0.012448210683975551,0.004639056237099037,-0.04944919969448813,,-0.07938585582156699,97.0666711955337,98.8472037618735,37.59528200531449
2022-02-04,95.93630981445312,97.0861239347455,95.09676609077252,96.3287063099863,9197300,-0.0092355059129221,-0.0125629665452812,0.0311362113990756,96.21658761160714,97.85743568057106,98.34146483048148,98.34146483048148,0.0175446665363329,0.011382542513867132,0.012217071262194979,-0.002277583696737695,-0.05805926963990171,,-0.0878881931936466,96.89276944459823,98.63158198799051,37.75029333317579
2022-02-07,95.77204895019533,96.46558838716369,95.57129394678233,96.06406445594007,7632100,-0.0017121866014597,-0.0092355059129221,0.0152410429525586,96.6259296962193,97.56802731468564,98.23440583546956,98.23440583546956,0.015977810090162865,0.011369859689341658,0.011957031268149102,-0.005590242342063401,-0.05331047448451243,,-0.08944989880829357,96.72035090699778,98.41976472593161,39.61682010707506
2022-02-08,95.27015686035156,96.05494988574134,95.04201951488243,95.66255337304645,8280000,-0.0052404860848781,-0.0017121866014597,-0.0055356931759553,96.55032130650112,97.28731028238933,98.11583587646484,98.11583587646484,0.010992249596556456,0.011349343156468005,0.0117086821659696,-0.006281935893059032,-0.053490403129066055,,-0.09422162394317313,96.49724413059067,98.18646043959235,41.704684471709825
2022-02-09,97.45113372802734,97.52413933782,96.29219229971275,96.30131974148638,7728600,0.0228925504014094,-0.0052404860848781,0.0138692170052159,96.57769775390625,97.13478379022507,98.09027040921725,98.09027040921725,0.013036550408156643,0.012636598945719807,0.012616964652651889,0.03318514206916001,-0.0342738588082232,,-0.07348604681678539,96.64399637635016,98.13199179429124,53.560538983706316
2022-02-10,95.01463317871094,97.3690050208879,94.50360084955909,96.09144160350445,11837300,-0.0250022801798934,0.0228925504014094,-0.0125629665452812,96.33391680036273,96.85406639462425,97.97635791919849,97.97635791919849,0.01619572900551232,0.013593416713781146,0.013085557938551463,0.022689212472123632,-0.05935492125777586,,-0.09665100826485273,96.39332511517489,97.90107634128529,46.68436060325562
2022-02-11,94.0290756225586,95.80854387644904,93.48154746460756,95.5165283947286,10952300,-0.0103726923230722,-0.0250022801798934,-0.0092355059129221,95.75770677839007,96.52163768949963,97.83538355146136,97.83538355146136,0.014648127726645107,0.013661961805748087,0.012903172433556088,-0.01847965308501387,-0.0661590388891179,,-0.10602116941647899,96.02959442400315,97.61426147323147,43.67406847027983
2022-02-14,93.15304565429688,94.73175223833377,92.76977657215838,94.12034580317959,8473000,-0.009316585986426,-0.0103726923230722,-0.0017121866014597,95.23234340122768,96.16270301455543,97.67392362397293,97.67392362397293,0.014451739362473138,0.013724361455198198,0.012710311048111997,-0.04222161332482266,-0.06597107022806292,,-0.11435000006165497,95.58704845943295,97.28380104219927,42.638362452125016
2022-02-15,93.86481475830078,94.48534851585639,93.59104720324461,94.04732182020614,6383600,0.0076408570326875,-0.009316585986426,-0.0052404860848781,94.93641553606305,95.88328915550595,97.54695332845053,97.54695332845053,0.01510344704086541,0.013865098864466371,0.012671890101542536,-0.029531147800642255,-0.050318485153247994,,-0.10758287503112629,95.32208942848953,97.03054279894754,48.706034983769996
2022-02-16,94.17508697509766,94.43060663277093,93.21691436706833,94.0290827043403,7205200,0.0033055220701794,0.0076408570326875,0.0228925504014094,94.70827811104911,95.66123599097843,97.4381834460843,97.4381834460843,0.015293505861470756,0.013850454104279484,0.012522445268121313,-0.0396426461345899,-0.03506294552850786,,-0.10463297052873566,95.14562751258309,96.81902755273643,53.83764519047882
2022-02-17,93.11653137207033,94.13858909407334,92.98877502709476,93.8739489617101,7504500,-0.0112402933411385,0.0033055220701794,-0.0250022801798934,94.40061732700893,95.44787416003999,97.30313181877136,97.30313181877136,0.015649811454918366,0.013804178702156014,0.012394903113197681,-0.038356246196848964,-0.033895126742901294,,-0.11469715858797647,94.83345887558113,96.5447685763908,40.86956115338425
2022-02-18,92.63287353515624,93.84655870993869,92.46861439660101,93.01614253771913,8281700,-0.0051941135455477,-0.0112402933411385,-0.0103726923230722,93.71229444231305,95.26927475702195,97.16160884048,97.16160884048,0.010664776402443465,0.013623535903362965,0.01220237385442196,-0.03443363921007536,-0.036632797411528806,,-0.1192955220684665,94.49490728474653,96.25499857333638,33.133655036226344
2022-02-22,92.1583480834961,92.91576564240584,91.66557064621257,92.37736491930988,10853700,-0.0051226463516761,-0.0051941135455477,-0.009316585986426,93.30425371442523,95.07894316173736,97.01445411233341,97.01445411233341,0.007212372538326927,0.013642524960873757,0.012018306019429882,-0.03773231236368846,-0.043111621935512434,,-0.12380705964924732,94.13543663840031,95.95154298149636,33.28868032188174
2022-02-23,90.53401947021484,93.26254005596675,90.48839618039095,92.58725549166205,10679800,-0.0176254093856976,-0.0051226463516761,0.0076408570326875,92.80495997837612,94.80387515113468,96.8292988368443,96.8292988368443,0.008610748600604819,0.014032954531631421,0.01206834274862441,-0.049712706961100306,-0.05568235081595929,,-0.13925031892378748,93.58137245867947,95.55024494362365,22.98614073020002
2022-02-24,92.14009857177734,92.47773733731736,88.56290719492166,88.80929242821297,15484100,0.017740061812796,-0.0176254093856976,0.0033055220701794,92.6602532523019,94.6261454990932,96.69904327392578,96.69904327392578,0.011961747849309302,0.014723762320404794,0.012444293813908625,-0.054499470176225584,-0.02312290076755752,,-0.12398056637615096,93.35963801454068,95.29764150867207,33.60963770109646
2022-02-25,94.35758972167967,94.4762186126076,92.02145900940776,92.61461738844316,9811200,0.0240665159281863,0.017740061812796,-0.0112402933411385,92.73064967564174,94.62788427443732,96.63576074548669,96.63576074548669,0.015220764804063015,0.015361961650842304,0.01308582145271524,-0.006915181746746768,0.015617130697441528,,-0.10289783072344183,93.51316904640822,95.22800804296894,44.95032466137988
2022-02-28,92.79713439941406,93.86481533877922,91.9393358863182,93.35378999252545,13154700,-0.0165376767981079,0.0240665159281863,-0.0051941135455477,92.53379930768695,94.62266903831845,96.53474426269531,96.53474426269531,0.01648214181776279,0.015441350587720823,0.01309743763624001,-0.013101705137351982,-0.03133924325660542,,-0.11773381645381908,93.40300986994758,95.04794332863153,41.264685878347876
2022-03-01,92.55989074707033,93.700577556552,92.03061039654287,93.18042464991635,11661600,-0.002556583819955,-0.0165376767981079,-0.0051226463516761,92.45427921840123,94.46840595063709,96.43282494178185,96.43282494178185,0.01598908949722506,0.013703194569242745,0.012924374458638126,-0.006367531013723671,-0.04832029690625106,,-0.11998940390356672,93.27329923565877,94.86364313740478,41.91614122950024
2022-03-02,94.1568374633789,94.6222395578255,92.88839448781944,92.99790291068884,10335700,0.0172531179911654,-0.002556583819955,-0.0176254093856976,92.67198835100446,94.32066018240792,96.37592525482178,96.37592525482178,0.017156904301723248,0.01383287110896307,0.013160751811010094,0.0031110987203253337,-0.026511923396449144,,-0.10480647725563907,93.40922819376956,94.81128716155101,39.81948140868817
2022-03-03,94.9324951171875,95.26101339638971,93.7279304141787,94.73173317298635,7639500,0.0082379323127783,0.0172531179911654,0.017740061812796,93.06829507010323,94.23548852829705,96.34071964170874,96.34071964170874,0.01691426147750128,0.013955544713947887,0.01310658305010387,0.008042553146673681,-0.03191892107632832,,-0.09743193360843339,93.64357695121848,94.82026552863519,49.71712757583114
2022-03-04,95.39788818359376,95.49826914623526,93.91043558784735,94.14769335209326,9952700,0.0049023578894853,0.0082379323127783,0.0240665159281863,93.7631334577288,94.10860007149833,96.31827127365838,96.31827127365838,0.013908128824252283,0.013617489626004134,0.012994885546158502,0.024500019254451333,-0.014795955712749054,,-0.0930072219273611,93.91347098696852,94.86305239196545,54.889173146486414
2022-03-07,93.44506072998048,95.37966101827034,93.44506072998047,95.19715392163148,10114100,-0.02047034259139,0.0049023578894853,-0.0165376767981079,93.94955662318638,93.94738442557198,96.25145242380542,96.25145242380542,0.016513297236132658,0.014049217499588488,0.013136814776203827,0.008767807408198491,-0.025967739318834338,,-0.11157367482242464,93.84140787050882,94.75801597255916,50.968527842739974
2022-03-08,92.92488861083984,94.69522936081731,92.74237458978165,93.30815761176505,9401700,-0.0055666090329132,-0.02047034259139,-0.002556583819955,93.74488503592355,93.80398341587612,96.17584870078348,96.17584870078348,0.013469661450556468,0.013972111616836015,0.012990537941446738,0.008317646130649559,-0.02972851025497114,,-0.11651919682923595,93.70040490748282,94.62222876057996,46.84241120675159
2022-03-09,94.41233825683594,95.4070204931715,94.24807912433087,94.60397275105888,9432400,0.0160070102663818,-0.0055666090329132,0.0172531179911654,93.97562844412667,93.73923528762091,96.13665957980686,96.13665957980686,0.013273101958176648,0.014479691771453161,0.013142293451963936,0.042838248089681175,-0.009004064145428314,,-0.10237731054273025,93.80993311507561,94.60668131585818,50.73860432593122
2022-03-10,94.64047241210938,94.86860970178147,93.14389234883622,93.36290219750612,8782900,0.0024163595509394,0.0160070102663818,0.0082379323127783,94.27285439627511,93.70925031389508,96.10413377181344,96.10413377181344,0.013086382595187265,0.014452871988832343,0.013014141791760967,0.027136652544214934,-0.028841750818026757,,-0.10020833138392027,93.93770839154234,94.60918436002494,55.00297053410499
2022-03-11,93.8465576171875,95.76291653208385,93.81006177544289,95.21538143514319,5966300,-0.0083887450547034,0.0024163595509394,0.0049023578894853,94.22852870396206,93.53760383242653,96.05610023660863,96.05610023660863,0.012063600479824963,0.01353492144591445,0.012903418515331557,-0.005415908842092421,-0.012293638594872314,,-0.10775645429428671,93.92368519548775,94.55269349018513,53.90487692322804
2022-03-14,93.18038940429688,94.55834049835465,92.76974509309018,94.43970465923489,8515900,-0.0070984832028471,-0.0083887450547034,-0.02047034259139,93.97822788783482,93.45025889078777,95.9961895942688,95.9961895942688,0.01161583618513729,0.012519938274976265,0.012783861181893782,0.004130030602380597,-0.00902578497813189,,-0.11409003011632746,93.809331996843,94.45104133567489,53.24823392541145
2022-03-15,93.82831573486328,94.50360024576555,92.99789951886966,94.13858610724438,6331600,0.0069534623616471,-0.0070984832028471,-0.0055666090329132,93.7540032523019,93.4406988961356,95.95194727060746,95.95194727060746,0.011859927343645384,0.012431835460307005,0.012720982973786665,0.013703829785830957,0.007249039210939223,,-0.10792988848493335,93.81225257192304,94.40491351339254,61.162671657842516
2022-03-16,95.0054931640625,95.43439238122542,92.95225756358276,94.55834602715112,8138300,0.0125460786541842,0.0069534623616471,0.0160070102663818,93.97692217145648,93.52891068231492,95.93301818847657,95.93301818847657,0.009822697427049028,0.012530148874663746,0.012763180456075902,0.009013213735153958,0.012152353453196874,,-0.09673790670081839,93.9958280476368,94.44940089492366,60.00001065040423
2022-03-17,96.39257049560548,96.39257049560547,94.58572695957925,94.6861079296027,7172800,0.0145999698054055,0.0125460786541842,0.0024163595509394,94.47230529785156,93.64928000313895,95.94202901802811,95.94202901802811,0.010048117721715277,0.012803255031630401,0.012845755235487873,0.01538014329672488,0.02354639206326592,,-0.08355030741228286,94.3645576550166,94.59333938386305,57.53889585131657
2022-03-18,96.57508850097656,96.86710398158922,95.95455473439988,96.39257447421976,7229100,0.0018934862348067,0.0145999698054055,-0.0083887450547034,94.78126961844308,93.76356579008556,95.95420323885403,95.95420323885403,0.008888540101712116,0.012796145275260669,0.01272856707214016,0.012339899129813814,0.03714224615054351,,-0.08181502253447515,94.70463932362583,94.74013561476035,65.58741131068174
2022-03-21,96.06405639648438,97.0678661403271,95.58953385028455,96.59333663192903,6595600,-0.0052915520184796,0.0018934862348067,-0.0070984832028471,94.98463875906808,93.90392412458148,95.9562759399414,95.9562759399414,0.009470935208890276,0.012569020803768429,0.012615995138099889,0.028027117174997285,0.03704066094879299,,-0.08667364610532058,94.91378041175791,94.83820382081397,64.13837133133363
2022-03-22,96.32869720458984,96.80322671638883,96.09143941088864,96.52945915479724,4695000,0.0027548369081273,-0.0052915520184796,0.0069534623616471,95.33923012869698,94.07991572788784,95.96317263002749,95.96317263002749,0.008258627803042519,0.012474781047652428,0.01251065530617249,0.0366296763400471,0.04525199515637346,,-0.0841575809564461,95.13145991834745,94.94861073813071,59.81845498417566
2022-03-23,95.28839111328124,96.35607206596528,95.08762916412051,96.01843329892064,4720800,-0.0107995449071539,0.0027548369081273,0.0125460786541842,95.64037322998047,94.22896539597284,95.95090387517756,95.95090387517756,0.009141356781948018,0.012695016986885107,0.012456868914134332,0.00927900815317284,0.05251475269614603,,-0.09404826228878338,95.15560317910649,94.97377965480852,51.57132116554242
2022-03-24,95.89593505859376,95.92342441310254,94.97042050672778,95.31863064915383,3886600,0.0063758442997559,-0.0107995449071539,0.0145999698054055,95.93574741908482,94.48429470970517,95.94992228916713,95.94992228916713,0.009104748186565384,0.011928426130871925,0.01239040404932963,0.013265599954082052,0.04076223647504151,,-0.08827205506604341,95.2695003913353,95.04208746249633,52.17167402534151
2022-03-25,97.01388549804688,97.05969876011117,95.91426234066729,96.31745819749204,5140500,0.0116579544145434,0.0063758442997559,0.0018934862348067,96.22266060965401,94.7163798014323,95.96858831037555,95.96858831037555,0.00895704880486583,0.011617617984934974,0.012403714045140601,0.033750069914970426,0.028151373770804344,,-0.07764317224553796,95.53786733082939,95.18814657624081,66.78339417276183
2022-03-28,98.11351013183594,98.12267558151545,96.9772390632157,97.24298117440401,5069500,0.0113347138725949,0.0116579544145434,-0.0052915520184796,96.46850912911552,94.89523315429688,96.00556972109038,96.00556972109038,0.008316004172029504,0.010735808554671555,0.01240658714253587,0.05294161957335186,0.05729030068471008,,-0.06718852151450672,95.93412006944578,95.40484017295157,73.13980383924148
2022-03-29,100.90835571289062,101.10994662292184,99.02983744191546,99.14896029664139,11486900,0.0284858382632446,0.0113347138725949,0.0027548369081273,97.0875473022461,95.28148178827195,96.08866778874801,96.08866778874801,0.012816492729058958,0.011344808666542737,0.012889084820354812,0.0754573917540402,0.09019527679255113,,-0.04061660460827077,96.69938709151423,95.81250799072482,75.94492440604745
2022-03-30,100.22108459472656,100.66092816432273,99.77206858714663,100.56012922312621,6047100,-0.00681084448665,0.0284858382632446,-0.0107995449071539,97.68140847342355,95.64630054292225,96.157541402181,96.157541402181,0.013057289258078109,0.011505700069477244,0.012804347881013816,0.054897788085341404,0.06440580731809598,,-0.04715081571735813,97.24118670739304,96.13906922065088,71.50028335406554
2022-03-31,99.16729736328124,100.89003109613013,98.89238984611272,100.67010927710845,11802300,-0.0105146260959619,-0.00681084448665,0.0063758442997559,98.08692278180804,95.88489387148903,96.20688166383837,96.20688166383837,0.014513162043431466,0.011484735066555937,0.012758924040553518,0.02878569223135563,0.044608563599494166,-0.0553666288877932,-0.05716966861593242,97.53751142368354,96.36338241640128,70.0966622366022
2022-04-01,100.8258819580078,100.89919155778817,99.0481626148692,99.39637971823183,8195800,0.0167251164327957,-0.0105146260959619,0.0116579544145434,98.87799290248326,96.16553134009952,96.28138166858304,96.28138166858304,0.013446585098601678,0.011839334131209307,0.01285002625724236,0.04401542388426849,0.0568984689049703,-0.010228859650213362,-0.04140072154716257,98.04341458281036,96.69393793800177,76.86345427173168
2022-04-04,100.45934295654295,101.1282808333186,99.60713806784467,100.89919357282109,6140300,-0.0036353661812499,0.0167251164327957,0.0113347138725949,99.52990831647601,96.40655299595424,96.34769851442367,96.34769851442367,0.014182600087146642,0.011914880663541306,0.012751708715860368,0.04575370565154935,0.0750631672960329,-0.013650336780768768,-0.04488558094542061,98.41509587107691,96.97285682826407,73.76899978668813
2022-04-05,100.12946319580078,101.48566294148044,99.77208760568571,100.14779409288757,8433700,-0.0032837140979995,-0.0036353661812499,0.0284858382632446,99.97499084472656,96.72485787527901,96.27071114191934,96.40678858757019,0.01444264591609165,0.010793360182042048,0.0127550760458336,0.03945621711397784,0.07753116191651288,-0.010238216243573572,-0.048021903628472806,98.67884469026521,97.20667952215568,69.55474819377221
2022-04-06,101.30239868164062,101.44901090639082,99.20395834403645,99.58882329909336,9412400,0.0117141892945755,-0.0032837140979995,-0.00681084448665,100.43054635184151,97.12378692626953,96.26173534090557,96.48210566594051,0.014472755495090044,0.010738127237161492,0.012295954346345875,0.06311374867490183,0.07297838981660654,0.0064399566253057206,-0.036870252003287085,99.08246838124604,97.51006612656198,69.04886084117481
2022-04-07,100.54182434082033,100.90836537894955,99.75376355575855,100.77091161575248,8487900,-0.0075079598382514,0.0117141892945755,-0.0105146260959619,100.37818472726005,97.41566721598308,96.24097660609654,96.54361655495383,0.010429898145572773,0.01066826495103048,0.012332154711727758,0.04844719726011171,0.062355478351943106,-0.003645577690014057,-0.04410139147027159,99.306984682719,97.73464080909963,64.72923909545419
2022-04-08,100.66094207763672,101.05497245008922,99.89121222885794,100.56930857057093,7789900,0.0011847580606116,-0.0075079598382514,0.0167251164327957,100.44102151053292,97.70235624767486,96.23297228131976,96.60506917469537,0.010051109139420101,0.01067532662593983,0.012304213093448844,0.037593140001214165,0.07261198101954891,-0.0034564506627960956,-0.0429688828886885,99.51528582039866,97.9514038660283,67.58079416053965
2022-04-11,99.5429916381836,100.90835671318096,99.295580478627,100.4593406592184,7436300,-0.0111060995096875,0.0011847580606116,-0.0036353661812499,100.49469212123326,97.97361501057942,96.215334211077,96.6482739168055,0.010162661776831386,0.010835478333600369,0.012367746838943221,0.01456967041977042,0.06828263194179485,-0.011398098218117547,-0.05359776570919417,99.51954825390403,98.06929925655832,61.539869006063235
2022-04-12,99.32306671142578,100.22109179996022,98.92903636510782,99.5613194069452,9739400,-0.0022093461642903,-0.0111060995096875,-0.0032837140979995,100.2800042288644,98.26612345377605,96.19014957972935,96.687039029771,0.0072542500302411805,0.010661813766668995,0.012365867704762223,-0.015710185645828822,0.05856175647540529,-0.004105372502541504,-0.05568869585540026,99.489320324292,98.16217091988185,65.39185365379461
2022-04-13,99.9095458984375,100.02867576133576,99.02985156048992,99.32308300647244,7387700,0.0059047631776782,-0.0022093461642903,0.0117141892945755,100.20146179199219,98.55570584251767,96.1726808093843,96.73307484218053,0.007798001726494544,0.010645297867622692,0.012388820723949067,-0.0031085145161705574,0.05161862299800202,0.010839355948214502,-0.0501127612384219,99.55397041262208,98.29160610347856,65.3361420480451
2022-04-14,99.42385864257812,100.67009374338379,99.35971449729493,100.07446554221839,5112400,-0.0048612697764945,0.0059047631776782,-0.0075079598382514,100.1006611415318,98.76610419863746,96.15257263183594,96.7709732055664,0.007905232639745654,0.010546038266027364,0.012397444105148014,0.002587156110113842,0.03144732142100981,0.01871703424205795,-0.05473041936329137,99.5339532172307,98.37547666193038,59.67611896590387
2022-04-18,99.06649017333984,99.74458647049588,98.57166087827311,99.22226782423455,6909300,-0.0035943934797681,-0.0048612697764945,0.0011847580606116,99.78124564034599,98.89343370710101,96.14200095524863,96.80285538567438,0.005583878200210554,0.010220428262869069,0.012347448358362012,-0.017449803071404868,0.025797560333978842,0.027837028749626125,-0.05812809018055509,99.46203582586288,98.42666284796071,54.06875803350801
2022-04-19,101.14659881591795,101.39401695783448,99.62546313069467,99.66211792917075,10807200,0.0209970963838375,-0.0035943934797681,-0.0111060995096875,99.86764199393136,99.11112467447917,96.17864215184771,96.86235872033524,0.01029747745415906,0.01108457513207212,0.012572757438868628,0.006841134325080045,0.0529078472228619,0.0519085960951875,-0.03835151490884714,99.72119936279444,98.62813958632792,51.08329661866579
2022-04-20,102.9792938232422,103.18089171345365,101.35735923677427,101.366524683926,9078600,0.0181191955911406,0.0209970963838375,-0.0022093461642903,100.19883510044643,99.44042169480096,96.26407332647415,96.94502000550966,0.012190193747963424,0.011457773268963392,0.012654887049670946,0.02846145915981446,0.0690406577857825,0.06924322635938429,-0.020927217917556473,100.22244466440179,98.95044730758083,61.35847804613222
2022-04-21,102.16374969482422,103.66656151968797,102.09044708694874,103.27253116370613,7741400,-0.0079194962223941,0.0181191955911406,0.0059047631776782,100.57322910853794,99.71828133719308,96.35582394070096,97.01460306803385,0.01160717579753924,0.0117205454272497,0.0125905798129167,0.00850277016530021,0.0721531605394552,0.06562187902618066,-0.02868098111670725,100.52110697677448,99.1884697066359,62.586551348191755
2022-04-22,100.39520263671876,101.99881352143328,100.2852452218419,101.89801456367042,8384400,-0.0173109059073137,-0.0079194962223941,-0.0048612697764945,100.7263913835798,99.96146283830915,96.42312379867312,97.05908464130603,0.014051289710984722,0.012177456802421157,0.012794210006202246,-0.0014583155324946473,0.046918230427346996,0.0643984090402443,-0.0454953932585801,100.50173707830437,99.27785733108648,48.20749720248911
